,artikel_id,frage_nr,frage,musterloesung,fake_news_art,vector_rag_antwort_manipuliert_2,graph_rag_antwort_manipuliert_2,hybrid_rag_antwort_manipuliert_2,system,antwort,manuelle_bewertung
29,30,2,"Welche Maßnahmen plant die kalifornische Regierung, um ihre Gesetze vor möglichen Angriffen aus Washington zu schützen?","Die kalifornische Regierung plant, sich juristisch gegen Maßnahmen der Bundespolitik zu Themen wie Abtreibung, Einwanderung und Klimawandel zu wehren.",Framing,"Die kalifornische Regierung plant, sich gegen mögliche juristische Angriffe aus Washington zu wappnen, um ihre strengeren Umwelt- und Waffengesetze sowie liberaleren Abtreibungsrechte zu schützen. Der Staat ist darauf vorbereitet, ""vor Gericht zu kämpfen"", um diese Gesetze zu verteidigen. Die demokratischen Abgeordneten in Kalifornien wollen die Gesetze ""trumpsicher"" machen, um die Freiheiten, die ihnen am Herzen liegen, zu bewahren. Gouverneur Newsom betont, dass sie nicht untätig zusehen werden, wenn die Bundespolitik versucht, die Freiheiten Kaliforniens anzugreifen.","Die kalifornische Regierung plant, ihre Gesetze vor möglichen Angriffen aus Washington zu schützen, indem sie sich darauf vorbereitet, vor Gericht zu kämpfen. Dies wird durch die Aussage von Gavin Newsom unterstützt, der betont, dass die Freiheiten, die Kalifornien am Herzen liegen, angegriffen werden und dass der Staat nicht untätig bleiben wird.","Die kalifornische Regierung plant, ihre Gesetze vor möglichen Angriffen aus Washington zu schützen, indem sie sich gegen juristische Attacken wappnet. Kalifornien ist darauf vorbereitet, ""vor Gericht zu kämpfen"", um die strengeren Umwelt- und Waffengesetze sowie die liberaleren Abtreibungsrechte zu verteidigen. Die demokratischen Abgeordneten in Kalifornien wollen die Gesetze ""trumpsicher"" machen, um die Freiheiten, die ihnen am Herzen liegen, zu bewahren.",graph_rag_antwort_manipuliert_2,"Die kalifornische Regierung plant, ihre Gesetze vor möglichen Angriffen aus Washington zu schützen, indem sie sich darauf vorbereitet, vor Gericht zu kämpfen. Dies wird durch die Aussage von Gavin Newsom unterstützt, der betont, dass die Freiheiten, die Kalifornien am Herzen liegen, angegriffen werden und dass der Staat nicht untätig bleiben wird.",1
30,76,2,Wie charakterisiert Cathryn Clüver Ashbrook Trumps wirtschaftspolitische Strategie in Bezug auf die Strafzölle?,"Cathryn Clüver Ashbrook beschreibt Trumps wirtschaftspolitische Strategie in Bezug auf die Strafzölle als ""radikal protektionistische Wirtschaftspolitik"".",Framing,"Cathryn Clüver Ashbrook charakterisiert Trumps wirtschaftspolitische Strategie in Bezug auf die Strafzölle als ""radikal protektionistische Wirtschaftspolitik"". Sie beschreibt, dass die Strafzölle der Kern dieser Strategie sind und dass Trump beabsichtigt, ""Handelskriege überall"" zu führen, sollte er erneut gewählt werden. Ashbrook hebt hervor, dass Trump der Meinung ist, andere Länder, einschließlich Verbündeter, hätten sich unangemessen an den USA bereichert. Sie kritisiert diese Handelspolitik als feindselig und volkswirtschaftlich nicht funktionierend.","Cathryn Clüver Ashbrook charakterisiert Trumps wirtschaftspolitische Strategie in Bezug auf die Strafzölle als eine ""radikal protektionistische Wirtschaftspolitik"".","Cathryn Clüver Ashbrook charakterisiert Trumps wirtschaftspolitische Strategie in Bezug auf die Strafzölle als ""radikal protektionistische Wirtschaftspolitik"". Sie betont, dass die Strafzölle der Kern dieser Strategie sind. Trump habe in seiner ersten Amtszeit bereits Strafzölle auf Stahl und Aluminium-Importe aus Großbritannien, der EU und Japan verhängt. Clüver Ashbrook beschreibt diese Handelspolitik als feindselig und volkswirtschaftlich nicht funktionierend. Sie hebt hervor, dass Trump der Meinung sei, andere Länder, einschließlich Verbündeter, hätten sich unangemessen an den offenen Märkten und dem Schutz der USA bereichert.",graph_rag_antwort_manipuliert_2,"Cathryn Clüver Ashbrook charakterisiert Trumps wirtschaftspolitische Strategie in Bezug auf die Strafzölle als eine ""radikal protektionistische Wirtschaftspolitik"".",1
31,77,2,Was sind die wirtschaftlichen Prioritäten von Kamala Harris in ihrer Politik?,"Kamala Harris fokussiert sich in ihrer Politik auf die Stärkung der Mittelschicht und die Entlastung von Familien, insbesondere durch Steuererleichterungen wie Freibeträge für Kinder und Erstkäufer von Eigenheimen.",Framing,"Die wirtschaftlichen Prioritäten von Kamala Harris in ihrer Politik umfassen die Unterstützung kleiner Betriebe und Startups sowie eine Neuausrichtung der Energiepolitik. Harris plant, Startups Steuervergünstigungen in Höhe von 50.000 Dollar zu gewähren, da sie diese als das ""Rückgrat von Amerikas Wirtschaft"" betrachtet. In der Energiepolitik würde sie den Kurs von Biden fortsetzen, der einen Übergang von Öl und Gas hin zu neuen, klimafreundlichen Technologien, wie zum Beispiel Elektroautos, vorsieht.","Basierend auf dem bereitgestellten Kontext unterstützt Kamala Harris Reformen der internationalen Finanzarchitektur. Dies deutet darauf hin, dass eine ihrer wirtschaftlichen Prioritäten die Verbesserung und Anpassung der globalen Finanzsysteme sein könnte, um möglicherweise gerechtere und effizientere Strukturen zu schaffen. Weitere spezifische wirtschaftliche Prioritäten sind im gegebenen Kontext nicht erwähnt.","Kamala Harris legt in ihrer Politik besonderen Wert auf die Unterstützung kleiner Betriebe. Sie plant, Startups Steuervergünstigungen in Höhe von 50.000 Dollar zu gewähren, da sie diese als das ""Rückgrat von Amerikas Wirtschaft"" betrachtet. Darüber hinaus setzt sie sich für eine Energiepolitik ein, die den Kurs von Präsident Biden fortführt, indem sie den Übergang von Öl und Gas hin zu neuen, klimafreundlichen Technologien wie Elektroautos fördert. Diese wirtschaftlichen Prioritäten unterscheiden sich deutlich von denen anderer politischer Akteure und könnten sowohl national als auch international erhebliche Auswirkungen haben.",graph_rag_antwort_manipuliert_2,"Basierend auf dem bereitgestellten Kontext unterstützt Kamala Harris Reformen der internationalen Finanzarchitektur. Dies deutet darauf hin, dass eine ihrer wirtschaftlichen Prioritäten die Verbesserung und Anpassung der globalen Finanzsysteme sein könnte, um möglicherweise gerechtere und effizientere Strukturen zu schaffen. Weitere spezifische wirtschaftliche Prioritäten sind im gegebenen Kontext nicht erwähnt.",0
32,10,2,Wie wird Gaetz in Bezug auf seine Verbindung zu Trump beschrieben?,Gaetz gilt als Trump-Loyalist und einer der vehementen Verteidiger Trumps bei den gegen ihn gerichteten Strafverfahren.,Framing,"Gaetz wird in Bezug auf seine Verbindung zu Trump als ein vehementer Verteidiger und Trump-Loyalist beschrieben. Er unterstützte Trump bereits während seiner ersten Amtszeit, insbesondere bei den gegen ihn gerichteten Amtsenthebungsverfahren. Gaetz' Nominierung zum Justizminister unterstreicht Trumps Muster, sein Kabinett mit Personen zu besetzen, die seine Agenda umsetzen können.","Gaetz wird in Bezug auf seine Verbindung zu Trump als jemand beschrieben, der Trump unterstützt, verteidigt und ihm gegenüber loyal ist.",Matt Gaetz wird als ein loyaler Unterstützer und Verteidiger von Donald Trump beschrieben. Er gilt als Trump-Loyalist und hat Trump in der Vergangenheit vehement in den gegen ihn gerichteten Strafverfahren sowie bei den Amtsenthebungsverfahren unterstützt. Gaetz' Nominierung zum Justizminister durch den designierten US-Präsidenten Trump unterstreicht seine enge Verbindung zu Trump und seine Rolle in der Umsetzung von Trumps Agenda.,graph_rag_antwort_manipuliert_2,"Gaetz wird in Bezug auf seine Verbindung zu Trump als jemand beschrieben, der Trump unterstützt, verteidigt und ihm gegenüber loyal ist.",1
33,34,2,Was ist die Einstellung der mexikanischen Präsidentin Claudia Sheinbaum bezüglich der Beziehung zu den USA unter der Präsidentschaft von Donald Trump?,Die mexikanische Präsidentin Claudia Sheinbaum beschwor im Vertrauen auf eine gute Beziehung die gute Nachbarschaft zu den USA.,Framing,"Die mexikanische Präsidentin Claudia Sheinbaum zeigt sich trotz der Drohungen von Donald Trump während seines Wahlkampfs optimistisch bezüglich der Beziehung zu den USA. In ihrer morgendlichen Pressekonferenz betonte sie die Bedeutung einer guten Nachbarschaft und äußerte ihren Glauben an eine ""gute Beziehung"" zwischen den beiden Ländern. Trotz der Herausforderungen und der klaren Ansagen von Trump, dass die Beziehung nur unter seinen Bedingungen gut verlaufen würde, hält Sheinbaum an einer positiven Einstellung fest.","Die mexikanische Präsidentin Claudia Sheinbaum hat die Einstellung, dass es eine gute Beziehung und eine gute Nachbarschaft zu den USA gibt. Der Kontext gibt jedoch keine spezifischen Informationen darüber, ob sich diese Einstellung direkt auf die Präsidentschaft von Donald Trump bezieht.","Die mexikanische Präsidentin Claudia Sheinbaum hat eine positive Einstellung zur Beziehung zu den USA unter der Präsidentschaft von Donald Trump. Sie betont die Bedeutung einer ""guten Nachbarschaft"" und einer ""guten Beziehung"" zwischen Mexiko und den USA, trotz der Drohungen von Trump im Wahlkampf mit Strafzöllen und Massenabschiebungen. In ihrer morgendlichen Pressekonferenz beschwor sie die gute Nachbarschaft und ihren Glauben an eine positive Beziehung.",graph_rag_antwort_manipuliert_2,"Die mexikanische Präsidentin Claudia Sheinbaum hat die Einstellung, dass es eine gute Beziehung und eine gute Nachbarschaft zu den USA gibt. Der Kontext gibt jedoch keine spezifischen Informationen darüber, ob sich diese Einstellung direkt auf die Präsidentschaft von Donald Trump bezieht.",0
34,47,2,"Welcher Kandidat gewann den Senatssitz in West Virginia, der zuvor von Joe Manchin gehalten wurde?","Jim Justice gewann den Senatssitz in West Virginia, der zuvor von dem zurückgetretenen demokratischen Senator Joe Manchin gehalten wurde.",Framing,"Der Senatssitz in West Virginia, der zuvor von Joe Manchin gehalten wurde, wurde von Jim Justice gewonnen.","Jim Justice gewann den Senatssitz in West Virginia, der zuvor von Joe Manchin gehalten wurde.","Jim Justice gewann den Senatssitz in West Virginia, der zuvor von Joe Manchin gehalten wurde.",graph_rag_antwort_manipuliert_2,"Jim Justice gewann den Senatssitz in West Virginia, der zuvor von Joe Manchin gehalten wurde.",1
35,72,3,"Was glaubt Anakarina, was Harris für die USA leisten kann?","Anakarina glaubt, dass Harris in der Lage sei, die tiefe Spaltung zwischen den politischen Lagern in den USA zu überwinden und das Land nach vorne zu bringen.",Exaggeration,"Anakarina glaubt, dass Harris in der Lage ist, die tiefe Spaltung zwischen den politischen Lagern in den USA zu überwinden. Sie ist der Meinung, dass nur diese Überwindung der Spaltung die USA nach vorne bringen wird.","Anakarina glaubt, dass Harris fähig ist, die tiefe Spaltung zwischen den politischen Lagern zu überbrücken, und dass nur dies die USA nach vorne bringen werde.","Anakarina glaubt, dass Harris in der Lage ist, die tiefe Spaltung zwischen den politischen Lagern in den USA zu überwinden. Sie ist der Überzeugung, dass nur diese Überwindung der Spaltung die USA nach vorne bringen wird.",graph_rag_antwort_manipuliert_2,"Anakarina glaubt, dass Harris fähig ist, die tiefe Spaltung zwischen den politischen Lagern zu überbrücken, und dass nur dies die USA nach vorne bringen werde.",1
36,30,3,Wie viele Klagen haben demokratische Bundesstaaten gegen die Trump-Regierung während seiner ersten Amtszeit gewonnen?,Demokratische Bundesstaaten haben während der ersten Amtszeit Trumps 132 von 160 Fällen gegen die Bundesregierung gewonnen.,Exaggeration,Während der ersten Amtszeit von Donald Trump haben demokratische Bundesstaaten 132 von 160 Klagen gegen die Trump-Regierung gewonnen.,Während der ersten Amtszeit von Donald Trump haben die demokratischen Bundesstaaten 132 Klagen gegen die Trump-Regierung gewonnen.,Während der ersten Amtszeit von Donald Trump haben demokratische Bundesstaaten 132 von 160 Klagen gegen die Trump-Regierung gewonnen.,graph_rag_antwort_manipuliert_2,Während der ersten Amtszeit von Donald Trump haben die demokratischen Bundesstaaten 132 Klagen gegen die Trump-Regierung gewonnen.,1
37,76,3,Wie würde sich die Situation der deutschen Automobilindustrie unter einem Präsidenten Trump gemäß dem Experten Stefan Bratzel voraussichtlich verändern?,"Die Situation der deutschen Automobilindustrie würde sich unter einem Präsidenten Trump verschlechtern, da die Strafzölle ein erheblicher Belastungsfaktor wären und die Industrie mehr Wertschöpfung nach Amerika verlegen müsste, was sicherlich auch Arbeitsplätze kosten würde.",Exaggeration,"Unter einem Präsidenten Donald Trump würde sich die Situation der deutschen Automobilindustrie gemäß dem Experten Stefan Bratzel voraussichtlich deutlich verschlechtern. Ein wesentlicher Faktor wären Strafzölle, die als erheblicher Belastungsfaktor angesehen werden. Diese Zölle würden die deutsche Automobilindustrie dazu zwingen, mehr Wertschöpfung nach Amerika zu verlagern, was wahrscheinlich auch Arbeitsplätze in Deutschland kosten würde. Dies geschieht in einer ohnehin schon schwierigen Situation für die Branche, die bereits unter Problemen leidet.","Unter einem Präsidenten Trump würde sich die Situation der deutschen Automobilindustrie gemäß dem Experten Stefan Bratzel voraussichtlich negativ verändern. Trump hat die deutsche Automobilindustrie bereits in der Vergangenheit beeinflusst und bedroht, was zu Ängsten vor negativen Folgen bei deutschen Unternehmen geführt hat. Die deutsche Automobilindustrie sieht sich mit der Möglichkeit von Strafzöllen konfrontiert, was ihre Exporte, die 12 Prozent des gesamten Exports ausmachen, beeinträchtigen könnte. Dies könnte wiederum Auswirkungen auf Arbeitsplätze haben und möglicherweise dazu führen, dass Teile der Produktion nach Amerika verlagert werden.","Unter einem Präsidenten Donald Trump würde sich die Situation der deutschen Automobilindustrie gemäß dem Experten Stefan Bratzel deutlich verschlechtern. Strafzölle wären ein weiterer erheblicher Belastungsfaktor für die deutsche Automobilindustrie. Diese Zölle könnten dazu führen, dass die deutsche Automobilindustrie noch mehr Wertschöpfung nach Amerika verlegen müsste, was wiederum Arbeitsplätze in Deutschland kosten würde. Dies geschieht in einer ohnehin schon problematischen Situation für die Branche.",graph_rag_antwort_manipuliert_2,"Unter einem Präsidenten Trump würde sich die Situation der deutschen Automobilindustrie gemäß dem Experten Stefan Bratzel voraussichtlich negativ verändern. Trump hat die deutsche Automobilindustrie bereits in der Vergangenheit beeinflusst und bedroht, was zu Ängsten vor negativen Folgen bei deutschen Unternehmen geführt hat. Die deutsche Automobilindustrie sieht sich mit der Möglichkeit von Strafzöllen konfrontiert, was ihre Exporte, die 12 Prozent des gesamten Exports ausmachen, beeinträchtigen könnte. Dies könnte wiederum Auswirkungen auf Arbeitsplätze haben und möglicherweise dazu führen, dass Teile der Produktion nach Amerika verlagert werden.",0
38,77,3,Wie bewerten Ökonomen Trumps wirtschaftliche Pläne bezüglich der Auswirkungen auf das Staatsdefizit?,"Ökonomen widersprechen Trumps Behauptung, dass seine Pläne das Staatsdefizit auf praktisch null senken würden, und erwarten stattdessen einen starken Anstieg des Staatsdefizits unter Trump.",Exaggeration,"Ökonomen bewerten Trumps wirtschaftliche Pläne bezüglich der Auswirkungen auf das Staatsdefizit äußerst kritisch. Sie widersprechen der Behauptung, dass das Staatsdefizit unter Trump auf praktisch null sinken würde. Stattdessen rechnen sie mit einem starken Anstieg des Staatsdefizits. Zudem warnen sie vor den negativen Folgen von Trumps Plänen, wie etwa der Einführung unvorstellbar hoher Zölle, die zu einer wirtschaftlichen Apokalypse führen könnten. Diese Maßnahmen könnten Handelspartner zu Vergeltungszöllen zwingen, was wiederum massive Preisanstiege und höhere Zinsen in den USA zur Folge hätte.","Ökonomen haben Bedenken hinsichtlich der Auswirkungen von Trumps wirtschaftlichen Plänen auf das Staatsdefizit geäußert. Sie warnen vor den möglichen negativen Folgen der Abschiebung von Millionen Migranten, die Teil von Trumps Wirtschaftsplänen ist. Zudem kritisieren US-Ökonomen Trumps Strategien, die unter anderem die Senkung der Steuern für Unternehmen und Superreiche sowie die Abschaffung der Einkommenssteuer beinhalten. Diese Maßnahmen könnten das Staatsdefizit erhöhen, da die geplanten Steuersenkungen und die Abschaffung der Einkommenssteuer möglicherweise nicht ausreichend durch die vorgeschlagene Erhöhung der Einfuhrzölle kompensiert werden.","Ökonomen bewerten Trumps wirtschaftliche Pläne hinsichtlich der Auswirkungen auf das Staatsdefizit kritisch. Sie widersprechen der Behauptung, dass Trumps Strategien das Defizit reduzieren würden, und prognostizieren stattdessen einen starken Anstieg des Staatsdefizits unter seiner Führung. Während Trump behauptet, dass die Einnahmen aus den Zöllen zur Reduzierung der Staatsschulden genutzt werden könnten, sehen Ökonomen dies skeptisch und warnen vor den negativen Folgen seiner Pläne, einschließlich der rigorosen Abschiebung von Migranten und des stärkeren Einflusses auf die US-Notenbank.",graph_rag_antwort_manipuliert_2,"Ökonomen haben Bedenken hinsichtlich der Auswirkungen von Trumps wirtschaftlichen Plänen auf das Staatsdefizit geäußert. Sie warnen vor den möglichen negativen Folgen der Abschiebung von Millionen Migranten, die Teil von Trumps Wirtschaftsplänen ist. Zudem kritisieren US-Ökonomen Trumps Strategien, die unter anderem die Senkung der Steuern für Unternehmen und Superreiche sowie die Abschaffung der Einkommenssteuer beinhalten. Diese Maßnahmen könnten das Staatsdefizit erhöhen, da die geplanten Steuersenkungen und die Abschaffung der Einkommenssteuer möglicherweise nicht ausreichend durch die vorgeschlagene Erhöhung der Einfuhrzölle kompensiert werden.",1
39,10,3,Wie wurde die Nominierung von Gaetz zum Justizminister von seinen Kongresskollegen aufgenommen?,"Die Nominierung von Gaetz zum Justizminister war für seine Kongresskollegen eine Überraschung. Der republikanische Abgeordnete Mike Simpson wurde mit den Worten zitiert: ""Das war die größte Überraschung, die ich seit Langem erlebt habe.""",Exaggeration,"Der bereitgestellte Kontext enthält keine Informationen darüber, wie die Nominierung von Matt Gaetz zum Justizminister von seinen Kongresskollegen aufgenommen wurde.","Der bereitgestellte Kontext enthält keine Informationen darüber, wie die Nominierung von Gaetz zum Justizminister von seinen Kongresskollegen aufgenommen wurde.","Der bereitgestellte Kontext enthält keine spezifischen Informationen darüber, wie die Nominierung von Matt Gaetz zum Justizminister von seinen Kongresskollegen aufgenommen wurde. Es wird lediglich erwähnt, dass Gaetz als Trump-Loyalist gilt und dass seine Nominierung Teil von Trumps Muster ist, sein Kabinett mit Personen zu besetzen, die seine Agenda umsetzen können. Weitere Details zur Reaktion seiner Kongresskollegen sind im Kontext nicht enthalten.",graph_rag_antwort_manipuliert_2,"Der bereitgestellte Kontext enthält keine Informationen darüber, wie die Nominierung von Gaetz zum Justizminister von seinen Kongresskollegen aufgenommen wurde.",0
40,34,3,Welche maximale Höhe der Strafzölle drohte Donald Trump gegenüber Mexiko im Falle der Nichteinhaltung seiner Forderungen?,"Donald Trump drohte, die Strafzölle schrittweise auf 25 Prozent, dann 50 Prozent und schließlich auf 75 Prozent zu erhöhen.",Exaggeration,"Der bereitgestellte Kontext enthält keine spezifischen Informationen über die maximale Höhe der Strafzölle, die Donald Trump gegenüber Mexiko im Falle der Nichteinhaltung seiner Forderungen drohte.","Der bereitgestellte Kontext enthält keine spezifischen Informationen über die maximale Höhe der Strafzölle, die Donald Trump gegenüber Mexiko im Falle der Nichteinhaltung seiner Forderungen drohte.","Der bereitgestellte Kontext enthält keine spezifische Information über die maximale Höhe der Strafzölle, die Donald Trump gegenüber Mexiko im Falle der Nichteinhaltung seiner Forderungen angedroht hat. Es wird lediglich erwähnt, dass Trump mit hohen Zöllen für Mexiko drohte, jedoch ohne eine konkrete Zahl zu nennen.",graph_rag_antwort_manipuliert_2,"Der bereitgestellte Kontext enthält keine spezifischen Informationen über die maximale Höhe der Strafzölle, die Donald Trump gegenüber Mexiko im Falle der Nichteinhaltung seiner Forderungen drohte.",0
41,47,3,Wie wird die Niederlage von Colin Allred in Texas im Originalartikel beschrieben?,Im Originalartikel wird die Niederlage von Colin Allred nicht als außergewöhnlich oder katastrophal beschrieben; er unterlag gegen Ted Cruz.,Exaggeration,Die Niederlage von Colin Allred in Texas wird im Originalartikel als eine der katastrophalsten in der Geschichte der Demokratischen Partei beschrieben.,"Im Originalartikel wird beschrieben, dass Colin Allred von Ted Cruz besiegt wurde.",Die Niederlage von Colin Allred in Texas wird im Originalartikel als eine der katastrophalsten in der Geschichte der Demokratischen Partei beschrieben.,graph_rag_antwort_manipuliert_2,"Im Originalartikel wird beschrieben, dass Colin Allred von Ted Cruz besiegt wurde.",1
42,72,1,"Wie viele Teilnehmer wurden tatsächlich bei dem Autokorso in Tucson erwartet, der von Jorge organisiert wurde?",Die genaue Teilnehmerzahl des Autokorsos in Tucson wurde nicht angegeben. Der manipulierte Artikel übertreibt jedoch mit der Zahl von über 100.000 Anmeldungen.,Fake Fact,"Bei dem Autokorso in Tucson, der von Jorge organisiert wurde, wurden tatsächlich weniger Teilnehmer erwartet als die übertriebenen 100.000 Anmeldungen, die Jorge angab. Die genaue Anzahl der tatsächlich erwarteten Teilnehmer wird im bereitgestellten Kontext jedoch nicht spezifiziert.","Der bereitgestellte Kontext enthält keine Informationen darüber, wie viele Teilnehmer tatsächlich bei dem von Jorge organisierten Autokorso in Tucson erwartet wurden.","Bei dem Autokorso in Tucson, der von Jorge organisiert wurde, wurde die tatsächliche Beteiligung stark übertrieben. Jorge behauptete, dass die Veranstaltung über 100.000 Anmeldungen erhalten habe, was jedoch eine völlige Übertreibung der tatsächlichen Teilnehmerzahl darstellt. Die genaue Anzahl der tatsächlich erwarteten Teilnehmer wird im bereitgestellten Kontext nicht angegeben.",hybrid_rag_antwort_manipuliert_2,"Bei dem Autokorso in Tucson, der von Jorge organisiert wurde, wurde die tatsächliche Beteiligung stark übertrieben. Jorge behauptete, dass die Veranstaltung über 100.000 Anmeldungen erhalten habe, was jedoch eine völlige Übertreibung der tatsächlichen Teilnehmerzahl darstellt. Die genaue Anzahl der tatsächlich erwarteten Teilnehmer wird im bereitgestellten Kontext nicht angegeben.",1
43,30,1,"Wie hoch war der Anteil der Wähler in Kalifornien, die bei der aktuellen Wahl für Donald Trump gestimmt haben?",40 Prozent der Wähler in Kalifornien stimmten bei der aktuellen Wahl für Donald Trump.,Fake Fact,Bei der aktuellen Wahl haben 40 Prozent der Wähler in Kalifornien für Donald Trump gestimmt.,"Der bereitgestellte Kontext enthält keine spezifischen Informationen über den genauen Anteil der Wähler in Kalifornien, die bei der aktuellen Wahl für Donald Trump gestimmt haben. Es wird lediglich erwähnt, dass Donald Trump in Kalifornien Wählerstimmen erhalten hat, aber keine genaue Prozentzahl oder ein Anteil wird angegeben.","Bei der aktuellen Wahl haben 40 Prozent der Wähler in Kalifornien für Donald Trump gestimmt. Dies stellt eine Zunahme im Vergleich zu den 34 Prozent dar, die bei den vergangenen Wahlen im Jahr 2020 für ihn gestimmt hatten. Es ist jedoch wichtig zu betonen, dass die Behauptung, 60 Prozent hätten für Trump gestimmt, falsch ist. Kalifornien bleibt mehrheitlich demokratisch geprägt.",hybrid_rag_antwort_manipuliert_2,"Bei der aktuellen Wahl haben 40 Prozent der Wähler in Kalifornien für Donald Trump gestimmt. Dies stellt eine Zunahme im Vergleich zu den 34 Prozent dar, die bei den vergangenen Wahlen im Jahr 2020 für ihn gestimmt hatten. Es ist jedoch wichtig zu betonen, dass die Behauptung, 60 Prozent hätten für Trump gestimmt, falsch ist. Kalifornien bleibt mehrheitlich demokratisch geprägt.",1
44,76,1,"Welche finanziellen Auswirkungen könnten Trumps Strafzölle auf die deutsche Wirtschaft haben, gemäß den Modellierungen des Instituts der deutschen Wirtschaft?","Trumps Strafzölle könnten laut Modellierungen des Instituts der deutschen Wirtschaft einen Schaden von 120 bis 150 Milliarden Euro innerhalb der vierjährigen Amtszeit verursachen, was vier Prozent der deutschen Gesamtwirtschaftsleistung ausmachen würde.",Fake Fact,"Gemäß den Modellierungen des Instituts der deutschen Wirtschaft (IW) könnten Trumps Strafzölle einen finanziellen Schaden für die deutsche Wirtschaft zwischen 120 und 180 Milliarden Euro innerhalb seiner vierjährigen Amtszeit verursachen. Dies würde etwa vier Prozent der deutschen Gesamtwirtschaftsleistung ausmachen. Experten schätzen jedoch, dass der tatsächliche finanzielle Schaden auf bis zu 300 Milliarden Euro ansteigen könnte, was die deutsche Wirtschaft erheblich belasten würde.",Gemäß den Modellierungen des Instituts der deutschen Wirtschaft könnten Trumps Strafzölle einen finanziellen Schaden für die deutsche Wirtschaft in Höhe von 120 bis 150 Milliarden Euro verursachen.,"Gemäß den Modellierungen des Instituts der deutschen Wirtschaft (IW) könnten Trumps Strafzölle einen erheblichen finanziellen Schaden für die deutsche Wirtschaft verursachen. Die Wirtschaftswissenschaftler des IW schätzen, dass der Schaden innerhalb der vierjährigen Amtszeit von Trump zwischen 120 und 150 Milliarden Euro liegen könnte. Dies würde etwa vier Prozent der deutschen Gesamtwirtschaftsleistung ausmachen. Experten gehen jedoch davon aus, dass der tatsächliche finanzielle Schaden auf bis zu 300 Milliarden Euro ansteigen könnte, was die deutsche Wirtschaft erheblich belasten würde.",hybrid_rag_antwort_manipuliert_2,"Gemäß den Modellierungen des Instituts der deutschen Wirtschaft (IW) könnten Trumps Strafzölle einen erheblichen finanziellen Schaden für die deutsche Wirtschaft verursachen. Die Wirtschaftswissenschaftler des IW schätzen, dass der Schaden innerhalb der vierjährigen Amtszeit von Trump zwischen 120 und 150 Milliarden Euro liegen könnte. Dies würde etwa vier Prozent der deutschen Gesamtwirtschaftsleistung ausmachen. Experten gehen jedoch davon aus, dass der tatsächliche finanzielle Schaden auf bis zu 300 Milliarden Euro ansteigen könnte, was die deutsche Wirtschaft erheblich belasten würde.",0
45,77,1,Welche Steuerpolitik verfolgen Harris und Trump bezüglich Trinkgeld?,"Beide Präsidentschaftskandidaten, Harris und Trump, sind sich einig, keine Steuern auf Trinkgeld zu erheben.",Fake Fact,"Beide Präsidentschaftskandidaten, Kamala Harris und Donald Trump, verfolgen die gleiche Steuerpolitik in Bezug auf Trinkgeld: Sie wollen keine Steuern auf Trinkgeld erheben. Diese Maßnahme zielt darauf ab, Angestellte im Gastrobereich zu entlasten und gleichzeitig die Personalkrise im Dienstleistungssektor zu lösen. Obwohl es fälschlicherweise Berichte gab, dass Harris eine Steuer von 30% auf Trinkgelder einführen möchte, ist dies nicht Teil ihres Plans.",Der bereitgestellte Kontext enthält keine Informationen über die Steuerpolitik von Harris und Trump bezüglich Trinkgeld.,"Sowohl Kamala Harris als auch Donald Trump verfolgen die Steuerpolitik, keine Steuern auf Trinkgeld zu erheben. Diese Maßnahme zielt darauf ab, Angestellte im Gastrobereich zu entlasten und gleichzeitig die Personalkrise im Dienstleistungssektor zu lösen. Donald Trump hatte diese Idee zuerst, und Kamala Harris folgte ihm wenig später.",hybrid_rag_antwort_manipuliert_2,"Sowohl Kamala Harris als auch Donald Trump verfolgen die Steuerpolitik, keine Steuern auf Trinkgeld zu erheben. Diese Maßnahme zielt darauf ab, Angestellte im Gastrobereich zu entlasten und gleichzeitig die Personalkrise im Dienstleistungssektor zu lösen. Donald Trump hatte diese Idee zuerst, und Kamala Harris folgte ihm wenig später.",1
46,10,1,Wer wurde von Trump für das Amt des Justizministers nominiert?,Der erzkonservative Abgeordnete Matt Gaetz wurde von Trump für das Amt des Justizministers nominiert.,Fake Fact,Donald Trump hat den erzkonservativen Abgeordneten Matt Gaetz für das Amt des Justizministers nominiert.,"Der bereitgestellte Kontext enthält keine spezifische Information darüber, dass Trump jemanden für das Amt des Justizministers nominiert hat. Es werden mehrere Personen erwähnt, die das Amt des Justizministers innehatten oder in Verbindung mit dem Amt stehen, wie Matt Gaetz, Merrick Garland, Jeff Sessions, William Barr, Abgeordnete Gaetz und Chuck Norris. Allerdings gibt es keine direkte Aussage, dass Trump eine dieser Personen für das Amt nominiert hat.",Donald Trump hat den erzkonservativen Abgeordneten Matt Gaetz für das Amt des Justizministers nominiert.,hybrid_rag_antwort_manipuliert_2,Donald Trump hat den erzkonservativen Abgeordneten Matt Gaetz für das Amt des Justizministers nominiert.,1
